date,quality_code,quality_label,zip_code,city,no2,so2,o3,pm10,pm2-5
2022-01-06,2,Moyen,59280,BOIS GRENIER,1,1,2,1,1
2022-01-06,2,Moyen,59890,DEULEMONT,1,1,2,1,1
2022-01-06,2,Moyen,59320,ENNETIERES EN WEPPES,2,1,2,1,1
2022-01-06,2,Moyen,59320,ERQUINGHEM LE SEC,2,1,2,1,1
2022-02-07,2,Moyen,59200,TOURCOING,2,1,2,1,1
2022-02-07,2,Moyen,59175,VENDEVILLE,2,1,2,1,1
2022-02-07,2,Moyen,59150,WATTRELOS,2,1,2,1,1
2022-02-07,2,Moyen,59780,WILLEMS,2,1,2,1,1
2022-02-08,2,Moyen,59650,VILLENEUVE D ASCQ,2,1,2,1,1
2022-02-08,2,Moyen,59112,ANNOEULLIN,1,1,2,1,1
2022-02-08,2,Moyen,59280,ARMENTIERES,1,1,2,1,1
2022-02-08,2,Moyen,59249,AUBERS,1,1,2,1,1
2022-02-08,2,Moyen,59166,BOUSBECQUE,1,1,2,1,1
2022-02-08,2,Moyen,59152,CHERENG,1,1,2,1,1
2022-02-08,2,Moyen,59320,ENNETIERES EN WEPPES,1,1,2,1,1
2022-02-08,2,Moyen,59236,FRELINGHIEN,1,1,2,1,1
2022-02-08,2,Moyen,59273,FRETIN,1,1,2,1,1
2022-02-08,2,Moyen,59116,HOUPLINES,1,1,2,1,1
2022-02-08,2,Moyen,59810,LESQUIN,2,1,2,1,1
2022-02-08,2,Moyen,59520,MARQUETTE LEZ LILLE,1,1,2,1,1
2022-02-08,2,Moyen,59370,MONS EN BAROEUL,2,1,2,1,1
2022-02-08,2,Moyen,59960,NEUVILLE EN FERRAIN,1,1,2,1,1
2022-02-08,2,Moyen,59840,PREMESQUES,1,1,2,1,1
2022-02-08,2,Moyen,59390,SAILLY LEZ LANNOY,1,1,2,1,1
2022-02-08,2,Moyen,59175,TEMPLEMARS,1,1,2,1,1
2022-02-08,2,Moyen,59390,TOUFFLERS,1,1,2,1,1
2022-02-08,2,Moyen,59118,WAMBRECHIES,1,1,2,1,1
2022-02-08,2,Moyen,59134,WICRES,1,1,2,1,1
2022-02-08,2,Moyen,59272,DON,1,1,2,1,1
2022-02-09,2,Moyen,59251,ALLENNES LES MARAIS,1,1,2,1,2
2022-02-09,2,Moyen,59221,BAUVIN,1,1,2,1,2
2022-02-09,2,Moyen,59320,ERQUINGHEM LE SEC,1,1,2,1,2
2022-02-09,2,Moyen,59193,ERQUINGHEM LYS,1,1,2,1,2
2022-02-09,2,Moyen,59155,FACHES THUMESNIL,2,1,2,1,2
2022-02-09,2,Moyen,59480,ILLIES,1,1,2,1,2
2022-02-09,3,Dégradé,59810,LESQUIN,2,1,2,1,3
2022-02-09,2,Moyen,59126,LINSELLES,2,1,2,1,2
2022-02-09,2,Moyen,59120,LOOS,2,1,2,1,2
2022-02-09,2,Moyen,59700,MARCQ EN BAROEUL,2,1,1,1,2
2022-02-09,2,Moyen,59274,MARQUILLIES,1,1,2,1,2
2022-02-09,2,Moyen,59840,PREMESQUES,2,1,2,1,2
2022-02-09,2,Moyen,59890,QUESNOY SUR DEULE,2,1,2,2,2
2022-02-09,2,Moyen,59223,RONCQ,2,1,2,1,2
2022-02-09,2,Moyen,59350,SAINT ANDRE LEZ LILLE,2,1,1,1,2
2022-02-09,2,Moyen,59175,VENDEVILLE,2,1,2,1,2
2022-02-09,2,Moyen,59118,WAMBRECHIES,2,1,2,2,2
2022-02-09,2,Moyen,59290,WASQUEHAL,2,1,2,1,2
2022-02-10,2,Moyen,59251,ALLENNES LES MARAIS,1,1,2,1,1
2022-02-10,2,Moyen,59650,VILLENEUVE D ASCQ,2,1,2,1,2
2022-02-10,2,Moyen,59480,BASSEE,1,1,2,1,1
2022-02-10,2,Moyen,59280,BOIS GRENIER,1,1,2,1,1
2022-02-10,2,Moyen,59160,CAPINGHEM,1,1,2,1,2
2022-02-10,2,Moyen,59112,CARNIN,1,1,2,1,2
2022-02-10,2,Moyen,59320,EMMERIN,1,1,2,1,2
2022-02-10,2,Moyen,59320,ENGLOS,1,1,2,1,2
2022-02-10,2,Moyen,59134,FOURNES EN WEPPES,1,1,2,2,1
2022-02-10,2,Moyen,59250,HALLUIN,1,1,2,1,2
2022-02-10,2,Moyen,59480,HANTAY,1,1,2,2,1
2022-02-10,2,Moyen,59134,HERLIES,1,1,2,1,1
2022-02-10,2,Moyen,59130,LAMBERSART,1,1,2,1,2
2022-02-10,2,Moyen,59000,LILLE,2,1,2,2,2
2022-02-10,2,Moyen,59134,MAISNIL,1,1,2,1,1
2022-02-10,2,Moyen,59274,MARQUILLIES,1,1,2,2,1
2022-02-10,2,Moyen,59960,NEUVILLE EN FERRAIN,1,1,2,1,2
2022-02-10,2,Moyen,59262,SAINGHIN EN MELANTOIS,1,1,2,1,2
2022-02-10,2,Moyen,59184,SAINGHIN EN WEPPES,1,1,2,2,1
2022-02-10,2,Moyen,59152,TRESSIN,2,1,2,1,2
2022-02-10,2,Moyen,59118,WAMBRECHIES,1,1,2,1,2
2022-02-10,2,Moyen,59290,WASQUEHAL,1,1,2,2,2
2022-02-10,2,Moyen,59134,WICRES,1,1,2,2,1
2022-02-11,2,Moyen,59249,AUBERS,2,1,2,2,1
2022-02-11,2,Moyen,59134,BEAUCAMPS LIGNY,2,1,2,2,1
2022-02-11,2,Moyen,59830,BOUVINES,2,1,2,2,1
2022-02-11,2,Moyen,59160,CAPINGHEM,2,1,2,2,2
2022-02-11,2,Moyen,59930,CHAPELLE D ARMENTIERES,2,1,2,2,1
2022-02-11,2,Moyen,59152,CHERENG,2,1,2,2,1
2022-02-11,2,Moyen,59560,COMINES,2,1,2,2,2
2022-02-11,2,Moyen,59320,EMMERIN,2,1,2,2,1
2022-02-11,2,Moyen,59193,ERQUINGHEM LYS,2,1,2,2,1
2022-02-11,2,Moyen,59320,ESCOBECQUES,2,1,2,2,1
2022-02-11,2,Moyen,59155,FACHES THUMESNIL,2,1,2,2,2
2022-02-11,2,Moyen,59320,HAUBOURDIN,2,1,2,2,2
2022-02-11,2,Moyen,59260,LEZENNES,2,1,2,2,2
2022-02-11,2,Moyen,59000,LILLE,2,1,2,2,2
2022-02-11,2,Moyen,59126,LINSELLES,2,1,2,2,2
2022-02-11,2,Moyen,59120,LOOS,2,1,2,2,2
2022-02-11,2,Moyen,59840,PREMESQUES,2,1,2,2,2
2022-02-11,2,Moyen,59185,PROVIN,2,1,2,2,1
2022-02-11,2,Moyen,59890,QUESNOY SUR DEULE,2,1,2,2,2
2022-02-11,2,Moyen,59790,RONCHIN,2,1,2,2,2
2022-02-11,2,Moyen,59262,SAINGHIN EN MELANTOIS,2,1,2,2,1
2022-02-11,2,Moyen,59211,SANTES,2,1,2,2,1
2022-02-11,2,Moyen,59113,SECLIN,2,1,2,2,1
2022-02-11,2,Moyen,59272,DON,2,1,2,2,1
2022-02-12,2,Moyen,59152,ANSTAING,1,1,2,1,2
2022-02-12,2,Moyen,59280,BOIS GRENIER,1,1,2,1,2
2022-02-12,2,Moyen,59112,CARNIN,1,1,2,1,2
2022-02-12,2,Moyen,59170,CROIX,1,1,2,1,2
2022-02-12,2,Moyen,59193,ERQUINGHEM LYS,1,1,2,1,2
2022-02-12,2,Moyen,59152,GRUSON,1,1,2,1,2
2022-02-12,2,Moyen,59250,HALLUIN,2,1,2,1,2
2022-02-12,2,Moyen,59510,HEM,1,1,2,1,2
2022-02-12,2,Moyen,59110,MADELEINE,2,1,2,1,2
2022-02-12,2,Moyen,59370,MONS EN BAROEUL,1,1,2,1,2
2022-02-12,2,Moyen,59420,MOUVAUX,1,1,2,1,2
2022-02-12,2,Moyen,59840,PERENCHIES,1,1,2,1,2
2022-02-12,2,Moyen,59320,RADINGHEM EN WEPPES,1,1,2,1,2
2022-02-12,2,Moyen,59272,DON,1,1,2,1,2
2022-02-13,2,Moyen,59221,BAUVIN,1,1,2,1,2
2022-02-13,2,Moyen,59134,BEAUCAMPS LIGNY,1,1,2,1,2
2022-02-13,2,Moyen,59112,CARNIN,1,1,2,1,2
2022-02-13,2,Moyen,59560,COMINES,1,1,2,1,2
2022-02-13,2,Moyen,59320,ERQUINGHEM LE SEC,1,1,2,1,2
2022-02-13,2,Moyen,59320,ESCOBECQUES,1,1,2,1,2
2022-02-13,2,Moyen,59510,FOREST SUR MARQUE,1,1,2,1,2
2022-02-13,2,Moyen,59134,FOURNES EN WEPPES,1,1,2,1,2
2022-02-13,2,Moyen,59249,FROMELLES,1,1,2,1,2
2022-02-13,2,Moyen,59700,MARCQ EN BAROEUL,1,1,2,1,2
2022-02-13,2,Moyen,59274,MARQUILLIES,1,1,2,1,2
2022-02-13,2,Moyen,59890,QUESNOY SUR DEULE,1,1,2,1,2
2022-02-13,2,Moyen,59390,SAILLY LEZ LANNOY,1,1,2,1,2
2022-02-13,2,Moyen,59262,SAINGHIN EN MELANTOIS,1,1,2,1,2
2022-02-13,2,Moyen,59496,SALOME,1,1,2,1,2
2022-02-13,2,Moyen,59113,SECLIN,1,1,2,1,2
2022-02-13,2,Moyen,59237,VERLINGHEM,1,1,2,1,2
2022-02-13,2,Moyen,59290,WASQUEHAL,1,1,2,1,2
2022-02-13,2,Moyen,59780,WILLEMS,1,1,2,1,2
2022-02-13,2,Moyen,59272,DON,1,1,2,1,2
2022-02-14,2,Moyen,59650,VILLENEUVE D ASCQ,2,1,2,1,1
2022-02-14,2,Moyen,59280,ARMENTIERES,1,1,2,1,1
2022-02-14,2,Moyen,59166,BOUSBECQUE,1,1,2,1,1
2022-02-14,2,Moyen,59320,ENGLOS,1,1,2,1,1
2022-02-14,2,Moyen,59320,ESCOBECQUES,1,1,2,1,1
2022-02-14,2,Moyen,59134,FOURNES EN WEPPES,1,1,2,1,1
2022-02-14,2,Moyen,59152,GRUSON,1,1,2,1,1
2022-02-14,2,Moyen,59480,HANTAY,1,1,2,1,1
2022-02-14,2,Moyen,59116,HOUPLINES,1,1,2,1,1
2022-02-14,2,Moyen,59130,LAMBERSART,1,1,2,1,1
2022-02-14,2,Moyen,59390,LANNOY,1,1,2,1,1
2022-02-14,2,Moyen,59115,LEERS,1,1,2,1,1
2022-02-14,2,Moyen,59810,LESQUIN,2,1,2,1,1
2022-02-14,2,Moyen,59274,MARQUILLIES,1,1,2,1,1
2022-02-14,2,Moyen,59840,PERENCHIES,1,1,2,1,1
2022-02-14,2,Moyen,59185,PROVIN,1,1,2,1,1
2022-02-14,2,Moyen,59320,RADINGHEM EN WEPPES,1,1,2,1,1
2022-02-14,2,Moyen,59262,SAINGHIN EN MELANTOIS,1,1,2,1,1
2022-02-14,2,Moyen,59113,SECLIN,1,1,2,1,1
2022-02-14,2,Moyen,59200,TOURCOING,2,1,2,1,1
2022-02-14,2,Moyen,59118,WAMBRECHIES,1,1,2,1,1
2022-02-14,2,Moyen,59290,WASQUEHAL,2,1,2,1,1
2022-02-14,2,Moyen,59780,WILLEMS,1,1,2,1,1
2022-02-14,2,Moyen,59272,DON,1,1,2,1,1
2022-02-15,2,Moyen,59480,BASSEE,1,1,2,1,1
2022-02-15,2,Moyen,59166,BOUSBECQUE,1,1,2,1,1
2022-02-15,2,Moyen,59930,CHAPELLE D ARMENTIERES,1,1,2,1,1
2022-02-15,2,Moyen,59152,CHERENG,1,1,2,1,1
2022-02-15,2,Moyen,59170,CROIX,2,1,2,1,1
2022-02-15,2,Moyen,59890,DEULEMONT,1,1,2,1,1
2022-02-15,2,Moyen,59320,ERQUINGHEM LE SEC,1,1,2,1,1
2022-02-15,2,Moyen,59193,ERQUINGHEM LYS,1,1,2,1,1
2022-02-15,2,Moyen,59134,FOURNES EN WEPPES,1,1,2,1,1
2022-02-15,2,Moyen,59273,FRETIN,1,1,2,1,1
2022-02-15,2,Moyen,59249,FROMELLES,1,1,2,1,1
2022-02-15,2,Moyen,59320,HAUBOURDIN,1,1,2,1,1
2022-02-15,2,Moyen,59130,LAMBERSART,1,1,2,1,1
2022-02-15,2,Moyen,59115,LEERS,1,1,2,1,1
2022-02-15,2,Moyen,59960,NEUVILLE EN FERRAIN,1,1,2,1,1
2022-02-15,2,Moyen,59840,PREMESQUES,1,1,2,1,1
2022-02-15,2,Moyen,59175,VENDEVILLE,1,1,2,1,1
2022-02-15,2,Moyen,59136,WAVRIN,1,1,2,1,1
2022-02-16,2,Moyen,59280,ARMENTIERES,1,1,2,1,1
2022-02-16,2,Moyen,59221,BAUVIN,1,1,2,1,1
2022-02-16,2,Moyen,59890,DEULEMONT,1,1,2,1,1
2022-02-16,2,Moyen,59320,ENGLOS,1,1,2,1,1
2022-02-16,2,Moyen,59320,ESCOBECQUES,1,1,2,1,1
2022-02-16,2,Moyen,59273,FRETIN,1,1,2,1,1
2022-02-16,2,Moyen,59152,GRUSON,1,1,2,1,1
2022-02-16,2,Moyen,59480,HANTAY,1,1,2,1,1
2022-02-16,2,Moyen,59263,HOUPLIN ANCOISNE,1,1,2,1,1
2022-02-16,2,Moyen,59390,LANNOY,1,1,2,1,1
2022-02-16,2,Moyen,59115,LEERS,1,1,2,1,1
2022-02-16,2,Moyen,59260,LEZENNES,1,1,2,1,1
2022-02-16,2,Moyen,59000,LILLE,1,1,2,1,1
2022-02-16,2,Moyen,59390,LYS LEZ LANNOY,1,1,2,1,1
2022-02-16,2,Moyen,59700,MARCQ EN BAROEUL,1,1,2,1,1
2022-02-16,2,Moyen,59274,MARQUILLIES,1,1,2,1,1
2022-02-16,2,Moyen,59370,MONS EN BAROEUL,1,1,2,1,1
2022-02-16,2,Moyen,59960,NEUVILLE EN FERRAIN,1,1,2,1,1
2022-02-16,2,Moyen,59890,QUESNOY SUR DEULE,1,1,2,1,1
2022-02-16,2,Moyen,59184,SAINGHIN EN WEPPES,1,1,2,1,1
2022-02-16,2,Moyen,59390,TOUFFLERS,1,1,2,1,1
2022-02-16,2,Moyen,59152,TRESSIN,1,1,2,1,1
2022-02-16,2,Moyen,59237,VERLINGHEM,1,1,2,1,1
2022-02-17,2,Moyen,59251,ALLENNES LES MARAIS,1,1,2,0,2
2022-02-17,2,Moyen,59780,BAISIEUX,1,1,2,0,2
2022-02-17,2,Moyen,59480,BASSEE,1,1,2,0,2
2022-02-17,2,Moyen,59134,BEAUCAMPS LIGNY,1,1,2,0,1
2022-02-17,2,Moyen,59320,ENNETIERES EN WEPPES,1,1,2,0,1
2022-02-17,2,Moyen,59193,ERQUINGHEM LYS,1,1,2,0,1
2022-02-17,2,Moyen,59236,FRELINGHIEN,1,1,2,0,1
2022-02-17,2,Moyen,59250,HALLUIN,1,1,2,0,1
2022-02-17,2,Moyen,59320,HAUBOURDIN,1,1,2,0,1
2022-02-17,2,Moyen,59510,HEM,1,1,2,0,1
2022-02-17,2,Moyen,59263,HOUPLIN ANCOISNE,1,1,2,0,1
2022-02-17,2,Moyen,59390,LANNOY,1,1,2,0,1
2022-02-17,2,Moyen,59960,NEUVILLE EN FERRAIN,1,1,2,0,1
2022-02-17,2,Moyen,59840,PERENCHIES,1,1,2,0,1
2022-02-17,2,Moyen,59890,QUESNOY SUR DEULE,1,1,2,0,1
2022-02-17,2,Moyen,59790,RONCHIN,1,1,2,0,2
2022-02-17,2,Moyen,59184,SAINGHIN EN WEPPES,1,1,2,0,1
2022-02-17,2,Moyen,59390,TOUFFLERS,1,1,2,0,1
2022-02-17,2,Moyen,59290,WASQUEHAL,1,1,2,0,2
2022-02-17,2,Moyen,59136,WAVRIN,1,1,2,0,1
2022-02-17,2,Moyen,59117,WERVICQ SUD,1,1,2,0,1
2022-02-17,2,Moyen,59134,WICRES,1,1,2,0,1
2022-02-18,2,Moyen,59650,VILLENEUVE D ASCQ,1,1,2,2,1
2022-02-18,2,Moyen,59480,BASSEE,1,1,2,1,1
2022-02-18,2,Moyen,59134,BEAUCAMPS LIGNY,1,1,2,1,1
2022-02-18,2,Moyen,59166,BOUSBECQUE,1,1,2,2,1
2022-02-18,2,Moyen,59830,BOUVINES,1,1,2,1,1
2022-02-18,2,Moyen,59160,CAPINGHEM,1,1,2,2,1
2022-02-18,2,Moyen,59112,CARNIN,1,1,2,1,1
2022-02-18,2,Moyen,59193,ERQUINGHEM LYS,1,1,2,1,1
2022-02-18,2,Moyen,59155,FACHES THUMESNIL,1,1,2,2,1
2022-05-15,3,Dégradé,59700,MARCQ EN BAROEUL,1,1,3,2,2
2022-05-15,3,Dégradé,59420,MOUVAUX,1,1,3,2,2
2022-05-15,4,Mauvais,59960,NEUVILLE EN FERRAIN,1,1,4,2,2
2022-05-15,3,Dégradé,59790,RONCHIN,1,1,3,2,2
2022-05-15,3,Dégradé,59184,SAINGHIN EN WEPPES,1,1,3,2,2
2022-05-15,3,Dégradé,59496,SALOME,1,1,3,2,2
2022-05-15,4,Mauvais,59560,WARNETON,1,1,4,2,2
2022-05-15,3,Dégradé,59139,WATTIGNIES,1,1,3,2,2
2022-05-15,3,Dégradé,59780,WILLEMS,1,1,3,2,2
2022-05-16,2,Moyen,59650,VILLENEUVE D ASCQ,2,1,2,1,1
2022-05-16,2,Moyen,59830,BOUVINES,1,1,2,1,1
2022-05-16,2,Moyen,59930,CHAPELLE D ARMENTIERES,1,1,2,1,1
2022-05-16,2,Moyen,59152,CHERENG,1,1,2,1,1
2022-05-16,2,Moyen,59890,DEULEMONT,1,1,2,1,1
2022-05-16,2,Moyen,59320,ENGLOS,1,1,2,1,1
2022-05-16,2,Moyen,59320,ENNETIERES EN WEPPES,1,1,2,1,1
2022-05-16,2,Moyen,59320,ERQUINGHEM LE SEC,1,1,2,1,1
2022-05-16,2,Moyen,59134,FOURNES EN WEPPES,1,1,2,1,1
2022-05-16,2,Moyen,59236,FRELINGHIEN,1,1,2,1,1
2022-05-16,2,Moyen,59273,FRETIN,2,1,2,1,1
2022-05-16,2,Moyen,59249,FROMELLES,1,1,2,1,1
2022-05-16,2,Moyen,59152,GRUSON,1,1,2,1,1
2022-05-16,2,Moyen,59480,HANTAY,1,1,2,1,1
2022-05-16,2,Moyen,59510,HEM,2,1,2,1,1
2022-05-16,2,Moyen,59116,HOUPLINES,1,1,2,1,1
2022-05-16,2,Moyen,59130,LAMBERSART,2,1,2,1,1
2022-05-16,2,Moyen,59390,LANNOY,2,1,2,1,1
2022-05-16,2,Moyen,59126,LINSELLES,2,1,2,1,1
2022-05-16,2,Moyen,59274,MARQUILLIES,1,1,2,1,1
2022-05-16,2,Moyen,59840,PERENCHIES,1,1,2,1,1
2022-05-16,2,Moyen,59185,PROVIN,1,1,2,1,1
2022-05-16,2,Moyen,59496,SALOME,1,1,2,1,1
2022-05-16,2,Moyen,59113,SECLIN,2,1,2,1,1
2022-05-16,2,Moyen,59390,TOUFFLERS,1,1,2,1,1
2022-05-17,3,Dégradé,59152,ANSTAING,1,1,3,1,1
2022-05-17,3,Dégradé,59480,BASSEE,1,1,3,1,1
2022-05-17,3,Dégradé,59221,BAUVIN,1,1,3,1,1
2022-05-17,3,Dégradé,59152,CHERENG,1,1,3,1,1
2022-05-17,3,Dégradé,59250,HALLUIN,2,1,3,1,1
2022-05-17,3,Dégradé,59480,HANTAY,1,1,3,1,1
2022-05-17,3,Dégradé,59390,LANNOY,1,1,3,1,1
2022-05-17,3,Dégradé,59260,LEZENNES,2,1,3,1,1
2022-05-17,3,Dégradé,59120,LOOS,2,1,3,1,1
2022-05-17,3,Dégradé,59700,MARCQ EN BAROEUL,2,1,3,1,1
2022-05-17,3,Dégradé,59520,MARQUETTE LEZ LILLE,2,1,3,1,1
2022-05-17,3,Dégradé,59370,MONS EN BAROEUL,2,1,3,1,1
2022-05-17,3,Dégradé,59890,QUESNOY SUR DEULE,2,1,3,1,1
2022-05-17,3,Dégradé,59320,RADINGHEM EN WEPPES,1,1,3,1,1
2022-05-17,3,Dégradé,59390,SAILLY LEZ LANNOY,1,1,3,1,1
2022-05-17,3,Dégradé,59262,SAINGHIN EN MELANTOIS,1,1,3,1,1
2022-05-17,3,Dégradé,59184,SAINGHIN EN WEPPES,1,1,3,1,1
2022-05-17,3,Dégradé,59350,SAINT ANDRE LEZ LILLE,2,1,3,1,1
2022-05-17,3,Dégradé,59496,SALOME,1,1,3,1,1
2022-05-17,3,Dégradé,59320,SEQUEDIN,2,1,3,1,1
2022-05-17,3,Dégradé,59390,TOUFFLERS,1,1,3,1,1
2022-05-17,3,Dégradé,59200,TOURCOING,2,1,3,1,1
2022-05-17,3,Dégradé,59290,WASQUEHAL,2,1,3,1,1
2022-05-17,3,Dégradé,59117,WERVICQ SUD,2,1,3,1,1
2022-05-18,3,Dégradé,59112,ANNOEULLIN,1,1,3,1,1
2022-05-18,3,Dégradé,59480,BASSEE,1,1,3,1,1
2022-05-18,3,Dégradé,59830,BOUVINES,1,1,3,1,1
2022-05-18,3,Dégradé,59560,COMINES,1,1,3,1,1
2022-05-18,3,Dégradé,59890,DEULEMONT,1,1,3,1,1
2022-05-18,3,Dégradé,59236,FRELINGHIEN,1,1,3,1,1
2022-05-18,3,Dégradé,59250,HALLUIN,1,1,3,1,1
2022-05-18,3,Dégradé,59480,HANTAY,1,1,3,1,1
2022-05-18,3,Dégradé,59390,LANNOY,1,1,3,1,1
2022-05-18,3,Dégradé,59126,LINSELLES,1,1,3,1,1
2022-05-18,3,Dégradé,59520,MARQUETTE LEZ LILLE,1,1,3,1,1
2022-05-18,3,Dégradé,59274,MARQUILLIES,1,1,3,1,1
2022-05-18,3,Dégradé,59496,SALOME,1,1,3,1,1
2022-05-18,3,Dégradé,59290,WASQUEHAL,2,1,3,1,1
2022-05-18,3,Dégradé,59117,WERVICQ SUD,1,1,3,1,1
2022-05-18,3,Dégradé,59780,WILLEMS,1,1,3,1,1
2022-05-19,2,Moyen,59650,VILLENEUVE D ASCQ,1,1,2,1,1
2022-05-19,2,Moyen,59152,ANSTAING,1,1,2,1,1
2022-05-19,2,Moyen,59780,BAISIEUX,1,1,2,1,1
2022-05-19,2,Moyen,59280,BOIS GRENIER,1,1,2,1,1
2022-05-19,2,Moyen,59112,CARNIN,1,1,2,1,1
2022-05-19,2,Moyen,59930,CHAPELLE D ARMENTIERES,1,1,2,1,1
2022-05-19,2,Moyen,59152,GRUSON,1,1,2,1,1
2022-05-19,2,Moyen,59320,HALLENNES LEZ HAUBOURDIN,1,1,2,1,1
2022-05-19,2,Moyen,59263,HOUPLIN ANCOISNE,1,1,2,1,1
2022-05-19,2,Moyen,59480,ILLIES,1,1,2,1,1
2022-05-19,3,Dégradé,59115,LEERS,1,1,3,1,1
2022-05-19,2,Moyen,59260,LEZENNES,1,1,2,1,1
2022-05-19,2,Moyen,59000,LILLE,1,1,2,1,1
2022-05-19,3,Dégradé,59390,LYS LEZ LANNOY,1,1,3,1,1
2022-05-19,2,Moyen,59110,MADELEINE,1,1,2,1,1
2022-05-19,2,Moyen,59273,PERONNE EN MELANTOIS,1,1,2,1,1
2022-05-19,2,Moyen,59840,PREMESQUES,1,1,2,1,1
2022-05-19,2,Moyen,59113,SECLIN,1,1,2,1,1
2022-05-19,2,Moyen,59175,VENDEVILLE,1,1,2,1,1
2022-05-19,2,Moyen,59118,WAMBRECHIES,1,1,2,1,1
2022-05-19,2,Moyen,59134,WICRES,1,1,2,1,1
2022-05-19,2,Moyen,59780,WILLEMS,1,1,2,1,1
2022-05-20,2,Moyen,59112,ANNOEULLIN,2,1,2,1,2
2022-05-20,2,Moyen,59890,DEULEMONT,1,1,2,1,2
2022-05-20,2,Moyen,59510,FOREST SUR MARQUE,2,1,2,1,2
2022-05-20,2,Moyen,59249,FROMELLES,2,1,2,1,2
2022-05-20,2,Moyen,59480,HANTAY,2,1,2,1,2
2022-05-20,2,Moyen,59134,HERLIES,2,1,2,1,2
2022-05-20,2,Moyen,59480,ILLIES,2,1,2,1,2
2022-05-20,2,Moyen,59120,LOOS,2,1,2,1,2
2022-05-20,2,Moyen,59390,LYS LEZ LANNOY,2,1,2,1,2
2022-05-20,2,Moyen,59840,PERENCHIES,2,1,2,1,2
2022-05-20,2,Moyen,59100,ROUBAIX,2,1,2,2,2
2022-05-20,2,Moyen,59113,SECLIN,2,1,2,1,2
2022-05-20,2,Moyen,59320,SEQUEDIN,2,1,2,1,2
2022-05-20,2,Moyen,59175,VENDEVILLE,2,1,2,1,2
2022-05-20,2,Moyen,59272,DON,2,1,2,1,2
2022-05-21,2,Moyen,59480,BASSEE,1,1,2,1,1
2022-05-21,2,Moyen,59166,BOUSBECQUE,1,1,2,1,1
2022-05-21,2,Moyen,59830,BOUVINES,2,1,2,1,1
2022-05-21,2,Moyen,59160,CAPINGHEM,1,1,2,1,1
2022-05-21,2,Moyen,59112,CARNIN,1,1,2,1,1
2022-05-21,2,Moyen,59170,CROIX,2,1,2,1,1
2022-05-21,2,Moyen,59890,DEULEMONT,1,1,2,1,1
2022-05-21,2,Moyen,59320,ENNETIERES EN WEPPES,1,1,2,1,1
2022-05-21,2,Moyen,59134,FOURNES EN WEPPES,1,1,2,1,1
2022-05-21,2,Moyen,59263,HOUPLIN ANCOISNE,1,1,2,1,1
2022-05-21,2,Moyen,59390,LANNOY,2,1,2,1,1
2022-05-21,2,Moyen,59115,LEERS,2,1,2,1,1
2022-05-21,2,Moyen,59840,LOMPRET,1,1,2,1,1
2022-05-21,2,Moyen,59390,SAILLY LEZ LANNOY,2,1,2,1,1
2022-05-21,2,Moyen,59184,SAINGHIN EN WEPPES,1,1,2,1,1
2022-05-21,2,Moyen,59211,SANTES,1,1,2,1,1
2022-05-21,2,Moyen,59290,WASQUEHAL,2,1,2,1,1
2022-05-21,2,Moyen,59117,WERVICQ SUD,1,1,2,1,1
2022-05-22,3,Dégradé,59650,VILLENEUVE D ASCQ,2,1,3,2,2
2022-05-22,3,Dégradé,59112,ANNOEULLIN,1,1,3,1,2
2022-05-22,3,Dégradé,59480,BASSEE,1,1,3,1,2
2022-05-22,3,Dégradé,59280,BOIS GRENIER,1,1,3,1,2
2022-05-22,3,Dégradé,59910,BONDUES,2,1,3,2,2
2022-05-22,3,Dégradé,59320,EMMERIN,2,1,3,1,2
2022-05-22,3,Dégradé,59273,FRETIN,2,1,3,1,2
2022-05-22,3,Dégradé,59510,HEM,1,1,3,1,2
2022-05-22,3,Dégradé,59134,HERLIES,1,1,3,1,2
2022-05-22,3,Dégradé,59480,ILLIES,1,1,3,1,2
2022-05-22,3,Dégradé,59390,LANNOY,1,1,3,1,2
2022-05-22,3,Dégradé,59260,LEZENNES,2,1,3,2,2
2022-05-22,3,Dégradé,59274,MARQUILLIES,1,1,3,1,2
2022-05-22,3,Dégradé,59370,MONS EN BAROEUL,2,1,3,2,2
2022-05-22,3,Dégradé,59960,NEUVILLE EN FERRAIN,2,1,3,2,2
2022-05-22,3,Dégradé,59790,RONCHIN,2,1,3,2,2
2022-05-22,3,Dégradé,59390,SAILLY LEZ LANNOY,1,1,3,1,2
2022-05-22,3,Dégradé,59262,SAINGHIN EN MELANTOIS,2,1,3,1,2
2022-05-22,3,Dégradé,59350,SAINT ANDRE LEZ LILLE,2,1,3,2,2
2022-05-22,3,Dégradé,59211,SANTES,2,1,3,1,2
2022-05-22,3,Dégradé,59237,VERLINGHEM,2,1,3,2,2
2022-05-23,2,Moyen,59251,ALLENNES LES MARAIS,2,1,2,2,2
2022-05-23,2,Moyen,59134,BEAUCAMPS LIGNY,2,1,2,2,2
2022-05-23,2,Moyen,59910,BONDUES,2,1,2,2,2
2022-05-23,2,Moyen,59166,BOUSBECQUE,2,1,2,2,2
2022-05-23,2,Moyen,59830,BOUVINES,1,1,2,2,2
2022-05-23,2,Moyen,59112,CARNIN,2,1,2,2,2
2022-05-23,2,Moyen,59560,COMINES,2,1,2,2,2
2022-05-23,2,Moyen,59510,FOREST SUR MARQUE,2,1,2,2,2
2022-05-23,2,Moyen,59249,FROMELLES,2,1,2,2,2
